name,url,price,review_count
"Telefon mobil Redmi Note 13, 128GB, 6GB RAM, Dual SIM, Midnight Black",https://www.flanco.ro/telefon-mobil-redmi-note-13-128gb-6gb-ram-dual-sim-midnight-black.html,"849,99lei",2Recenzii
"Telefon mobil Redmi Note 13 5G, 128GB, 6GB RAM, Dual SIM, Midnight Black",https://www.flanco.ro/telefon-mobil-redmi-note-13-5g-128gb-6gb-ram-dual-sim-midnight-black.html,"1.549,99lei",2Recenzii
"Telefon mobil Samsung Galaxy A55 5G, 128GB, 8GB, Dual SIM, Awesome Navy",https://www.flanco.ro/telefon-mobil-samsung-galaxy-a55-5g-128gb-8gb-dual-sim-awesome-navy.html,"1.499,99lei",2Recenzii
"Telefon mobil Xiaomi Redmi 13, 128GB, 6GB RAM, Dual SIM, Ocean Blue",https://www.flanco.ro/telefon-mobil-xiaomi-redmi-13-128gb-6gb-ram-dual-sim-ocean-blue.html,"999,99lei",2Recenzii
"Telefon mobil Xiaomi 14T, 512 GB, 12 GB RAM, Dual SIM, Titan Black",https://www.flanco.ro/telefon-mobil-xiaomi-14t-512-gb-12-gb-ram-dual-sim-titan-black.html,"3.399,99lei",2Recenzii
"Telefon mobil Xiaomi Mix Flip, 512 GB, 12 GB RAM, Dual SIM, Black",https://www.flanco.ro/telefon-mobil-xiaomi-mix-flip-512-gb-12-gb-ram-dual-sim-black.html,"6.699,99lei",2Recenzii
"Telefon mobil Xiaomi Redmi 14C, 128GB, 4GB RAM, Dual SIM, Starry Blue",https://www.flanco.ro/telefon-mobil-xiaomi-redmi-14c-128gb-4gb-ram-dual-sim-starry-blue.html,"699,99lei",2Recenzii
"Telefon mobil Redmi Note 14, 128GB, 6GB RAM, Dual SIM, Mist Purple",https://www.flanco.ro/telefon-mobil-redmi-note-14-128gb-6gb-ram-dual-sim-mist-purple.html,"1.199,99lei",2Recenzii
"Telefon mobil Redmi Note 14, 128GB, 6GB RAM, Dual SIM, Ocean Blue",https://www.flanco.ro/telefon-mobil-redmi-note-14-128gb-6gb-ram-dual-sim-ocean-blue.html,"1.099,99lei",2Recenzii
"Telefon mobil Redmi Note 14, 256GB, 8GB RAM, Dual SIM, Midnight Black",https://www.flanco.ro/telefon-mobil-redmi-note-14-256gb-8gb-ram-dual-sim-midnight-black.html,"1.349,99lei",2Recenzii
"Telefon mobil Redmi Note 14 Pro, 256GB, 8GB RAM, Dual SIM, Midnight Black",https://www.flanco.ro/telefon-mobil-redmi-note-14-pro-256gb-8gb-ram-dual-sim-midnight-black.html,"1.899,99lei",2Recenzii
"Telefon mobil Redmi Note 14 Pro 5G, 256GB, 8GB RAM, Dual SIM, Coral Green",https://www.flanco.ro/telefon-mobil-redmi-note-14-pro-5g-256gb-8gb-ram-dual-sim-coral-green.html,"1.999,99lei",2Recenzii
"Telefon mobil Redmi Note 14 Pro 5G, 256GB, 8GB RAM, Dual SIM, Midnight Black",https://www.flanco.ro/telefon-mobil-redmi-note-14-pro-5g-256gb-8gb-ram-dual-sim-midnight-black.html,"2.199,99lei",2Recenzii
"Telefon mobil Redmi Note 14 Pro+ 5G, Dual SIM, 256GB, 8GB RAM, Midnight Black",https://www.flanco.ro/telefon-mobil-redmi-note-14-pro-5g-dual-sim-256gb-8gb-ram-midnight-black.html,"2.599,99lei",2Recenzii
"Telefon mobil Apple iPhone 14 5G, 128GB, Midnight",https://www.flanco.ro/telefon-mobil-apple-iphone-14-5g-128gb-midnight.html,"3.099,00lei",1Recenzie
"Telefon mobil Xiaomi Redmi 12C, 128 GB, 4 GB RAM, Dual SIM, Graphite Gray",https://www.flanco.ro/telefon-mobil-xiaomi-redmi-12c-128-gb-4-gb-ram-dual-sim-graphite-gray.html,"999,99lei",1Recenzie
"Telefon mobil Xiaomi Redmi Note 12, 128GB, 4GB RAM, Dual SIM, Onyx Gray",https://www.flanco.ro/telefon-mobil-xiaomi-redmi-note-12-128gb-4gb-ram-dual-sim-onyx-gray.html,"1.199,00lei",1Recenzie
"Telefon mobil Motorola Moto E13 LTE, 64GB, 2GB RAM, Dual SIM, Cosmic Black",https://www.flanco.ro/telefon-mobil-motorola-moto-e13-lte-64gb-2gb-ram-dual-sim-cosmic-black.html,"399,00lei",1Recenzie
"Telefon mobil Allview V10 Viper, 64GB, 4GB RAM, Dual SIM, Blue Mirror",https://www.flanco.ro/telefon-mobil-allview-v10-viper-64gb-4gb-ram-dual-sim-blue-mirror.html,"499,99lei",1Recenzie
